"X1","X2","X3","X4","n","p","s","amplitude","rho","i","ntrials"
"0.98","0.9696","0.583791208791209","AdaPT (alt 1)",5000,1250,0.25,5,0,2,5
"0.99","0.9696","0.583791208791209","AdaPT (alt 1)",5000,1250,0.25,5,0,2,5
"1","0.9696","0.583791208791209","AdaPT (alt 1)",5000,1250,0.25,5,0,2,5
"0.001","0","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.002","0","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.003","0","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.004","0","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.005","0","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.006","0.592","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.007","0.592","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.008","0.592","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.009","0.592","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.01","0.592","0","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.02","0.6272","0.0050761421319797","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.03","0.7008","0.00904977375565611","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.04","0.7328","0.00865800865800866","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.05","0.7584","0.00836820083682008","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.06","0.8512","0.0256410256410256","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.07","0.8544","0.0290909090909091","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.08","0.864","0.0391459074733096","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.09","0.8672","0.0390070921985816","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.1","0.8672","0.0457746478873239","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.11","0.8704","0.0555555555555556","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.12","0.8704","0.0620689655172414","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.13","0.8704","0.0652920962199313","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.14","0.88","0.0677966101694915","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.15","0.896","0.113924050632911","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.16","0.8992","0.124610591900312","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.17","0.9024","0.137614678899083","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.18","0.9056","0.13719512195122","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.19","0.9088","0.144578313253012","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.2","0.9088","0.147147147147147","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.21","0.912","0.176300578034682","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.22","0.912","0.178674351585014","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.23","0.912","0.178674351585014","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.24","0.9152","0.189801699716714","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.25","0.9216","0.202216066481994","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.26","0.9216","0.236074270557029","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.27","0.928","0.254498714652956","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.28","0.9344","0.286063569682152","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.29","0.9344","0.324074074074074","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.3","0.9376","0.358862144420131","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.31","0.9376","0.371244635193133","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.32","0.9376","0.37791932059448","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.33","0.9408","0.379746835443038","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.34","0.944","0.387966804979253","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.35","0.944","0.41468253968254","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.36","0.944","0.42156862745098","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.37","0.9504","0.435361216730038","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.38","0.9536","0.440900562851782","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.39","0.9536","0.448148148148148","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.4","0.9536","0.450184501845018","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.41","0.9536","0.452205882352941","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.42","0.9536","0.454212454212454","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.43","0.9536","0.46594982078853","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.44","0.9536","0.487972508591065","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.45","0.9536","0.492333901192504","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.46","0.9664","0.501650165016502","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.47","0.9728","0.511254019292605","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.48","0.9728","0.515151515151515","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.49","0.976","0.517405063291139","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.5","0.9792","0.518867924528302","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.51","0.9792","0.521875","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.52","0.9792","0.527047913446677","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.53","0.9792","0.532110091743119","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.54","0.9792","0.541916167664671","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.55","0.9792","0.548672566371681","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.56","0.9792","0.563480741797432","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.57","0.9792","0.57617728531856","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.58","0.9792","0.577348066298343","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.59","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.6","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.61","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.62","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.63","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.64","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.65","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.66","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.67","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.68","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.69","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.7","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.71","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.72","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.73","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.74","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.75","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.76","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.77","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.78","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.79","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.8","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.81","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.82","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.83","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.84","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.85","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.86","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.87","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.88","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.89","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.9","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.91","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.92","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.93","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.94","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.95","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.96","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.97","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.98","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.99","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"1","0.9792","0.578512396694215","AdaPT (alt 2)",5000,1250,0.25,5,0,2,5
"0.001","0","0","KadaPT",5000,1250,0.25,5,0,2,5
"0.002","0","0","KadaPT",5000,1250,0.25,5,0,2,5
"0.003","0.2144","0","KadaPT",5000,1250,0.25,5,0,2,5
"0.004","0.288","0","KadaPT",5000,1250,0.25,5,0,2,5
"0.005","0.3424","0","KadaPT",5000,1250,0.25,5,0,2,5
"0.006","0.3456","0.00917431192660551","KadaPT",5000,1250,0.25,5,0,2,5
"0.007","0.3648","0.00869565217391304","KadaPT",5000,1250,0.25,5,0,2,5
"0.008","0.4192","0.0150375939849624","KadaPT",5000,1250,0.25,5,0,2,5
"0.009","0.4544","0.0273972602739726","KadaPT",5000,1250,0.25,5,0,2,5
"0.01","0.4672","0.033112582781457","KadaPT",5000,1250,0.25,5,0,2,5
"0.02","0.5056","0.0306748466257669","KadaPT",5000,1250,0.25,5,0,2,5
"0.03","0.512","0.0303030303030303","KadaPT",5000,1250,0.25,5,0,2,5
"0.04","0.5248","0.0352941176470588","KadaPT",5000,1250,0.25,5,0,2,5
"0.05","0.5248","0.0352941176470588","KadaPT",5000,1250,0.25,5,0,2,5
"0.06","0.5568","0.0491803278688525","KadaPT",5000,1250,0.25,5,0,2,5
"0.07","0.5632","0.0638297872340425","KadaPT",5000,1250,0.25,5,0,2,5
"0.08","0.6272","0.0710900473933649","KadaPT",5000,1250,0.25,5,0,2,5
"0.09","0.6496","0.09375","KadaPT",5000,1250,0.25,5,0,2,5
"0.1","0.6624","0.0960698689956332","KadaPT",5000,1250,0.25,5,0,2,5
"0.11","0.6976","0.102880658436214","KadaPT",5000,1250,0.25,5,0,2,5
"0.12","0.6976","0.102880658436214","KadaPT",5000,1250,0.25,5,0,2,5
"0.13","0.6976","0.102880658436214","KadaPT",5000,1250,0.25,5,0,2,5
"0.14","0.6976","0.102880658436214","KadaPT",5000,1250,0.25,5,0,2,5
"0.15","0.704","0.105691056910569","KadaPT",5000,1250,0.25,5,0,2,5
"0.16","0.72","0.131274131274131","KadaPT",5000,1250,0.25,5,0,2,5
"0.17","0.7328","0.151851851851852","KadaPT",5000,1250,0.25,5,0,2,5
"0.18","0.784","0.222222222222222","KadaPT",5000,1250,0.25,5,0,2,5
"0.19","0.784","0.224683544303797","KadaPT",5000,1250,0.25,5,0,2,5
"0.2","0.784","0.224683544303797","KadaPT",5000,1250,0.25,5,0,2,5
"0.21","0.784","0.224683544303797","KadaPT",5000,1250,0.25,5,0,2,5
"0.22","0.784","0.224683544303797","KadaPT",5000,1250,0.25,5,0,2,5
"0.23","0.832","0.289617486338798","KadaPT",5000,1250,0.25,5,0,2,5
"0.24","0.8384","0.317708333333333","KadaPT",5000,1250,0.25,5,0,2,5
"0.25","0.8416","0.320413436692506","KadaPT",5000,1250,0.25,5,0,2,5
"0.26","0.848","0.323979591836735","KadaPT",5000,1250,0.25,5,0,2,5
"0.27","0.848","0.323979591836735","KadaPT",5000,1250,0.25,5,0,2,5
"0.28","0.848","0.323979591836735","KadaPT",5000,1250,0.25,5,0,2,5
"0.29","0.8512","0.336658354114713","KadaPT",5000,1250,0.25,5,0,2,5
"0.3","0.864","0.355608591885442","KadaPT",5000,1250,0.25,5,0,2,5
"0.31","0.8832","0.375565610859729","KadaPT",5000,1250,0.25,5,0,2,5
"0.32","0.8864","0.378923766816143","KadaPT",5000,1250,0.25,5,0,2,5
"0.33","0.8896","0.393013100436681","KadaPT",5000,1250,0.25,5,0,2,5
"0.34","0.8896","0.393013100436681","KadaPT",5000,1250,0.25,5,0,2,5
"0.35","0.8896","0.393013100436681","KadaPT",5000,1250,0.25,5,0,2,5
"0.36","0.8896","0.393013100436681","KadaPT",5000,1250,0.25,5,0,2,5
"0.37","0.8896","0.393013100436681","KadaPT",5000,1250,0.25,5,0,2,5
"0.38","0.8896","0.393013100436681","KadaPT",5000,1250,0.25,5,0,2,5
"0.39","0.8896","0.393013100436681","KadaPT",5000,1250,0.25,5,0,2,5
"0.4","0.8896","0.393013100436681","KadaPT",5000,1250,0.25,5,0,2,5
"0.41","0.896","0.401709401709402","KadaPT",5000,1250,0.25,5,0,2,5
"0.42","0.8992","0.404661016949153","KadaPT",5000,1250,0.25,5,0,2,5
"0.43","0.9056","0.421267893660532","KadaPT",5000,1250,0.25,5,0,2,5
"0.44","0.9056","0.42479674796748","KadaPT",5000,1250,0.25,5,0,2,5
"0.45","0.912","0.443359375","KadaPT",5000,1250,0.25,5,0,2,5
"0.46","0.9184","0.444874274661509","KadaPT",5000,1250,0.25,5,0,2,5
"0.47","0.9184","0.444874274661509","KadaPT",5000,1250,0.25,5,0,2,5
"0.48","0.9184","0.444874274661509","KadaPT",5000,1250,0.25,5,0,2,5
"0.49","0.9184","0.444874274661509","KadaPT",5000,1250,0.25,5,0,2,5
"0.5","0.9184","0.444874274661509","KadaPT",5000,1250,0.25,5,0,2,5
"0.51","0.9184","0.444874274661509","KadaPT",5000,1250,0.25,5,0,2,5
"0.52","0.9408","0.471223021582734","KadaPT",5000,1250,0.25,5,0,2,5
"0.53","0.9472","0.484320557491289","KadaPT",5000,1250,0.25,5,0,2,5
"0.54","0.9504","0.489690721649485","KadaPT",5000,1250,0.25,5,0,2,5
"0.55","0.9504","0.490566037735849","KadaPT",5000,1250,0.25,5,0,2,5
"0.56","0.9504","0.490566037735849","KadaPT",5000,1250,0.25,5,0,2,5
"0.57","0.9504","0.490566037735849","KadaPT",5000,1250,0.25,5,0,2,5
"0.58","0.9536","0.513071895424837","KadaPT",5000,1250,0.25,5,0,2,5
"0.59","0.9632","0.543247344461305","KadaPT",5000,1250,0.25,5,0,2,5
"0.6","0.9632","0.543247344461305","KadaPT",5000,1250,0.25,5,0,2,5
"0.61","0.9632","0.543247344461305","KadaPT",5000,1250,0.25,5,0,2,5
"0.62","0.9696","0.566523605150215","KadaPT",5000,1250,0.25,5,0,2,5
"0.63","0.9696","0.574438202247191","KadaPT",5000,1250,0.25,5,0,2,5
"0.64","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.65","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.66","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.67","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.68","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.69","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.7","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.71","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.72","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.73","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.74","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.75","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.76","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.77","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.78","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.79","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.8","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.81","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.82","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.83","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.84","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.85","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.86","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.87","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.88","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.89","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.9","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.91","0.9696","0.583791208791209","KadaPT",5000,1250,0.25,5,0,2,5
"0.001","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.002","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.003","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.004","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.005","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.006","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.007","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.008","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.009","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.01","0","0","Knockoff",5000,1250,0.1,5,0,3,5
"0.02","0.832","0.0280373831775701","Knockoff",5000,1250,0.1,5,0,3,5
"0.03","0.864","0.027027027027027","Knockoff",5000,1250,0.1,5,0,3,5
"0.04","0.864","0.027027027027027","Knockoff",5000,1250,0.1,5,0,3,5
"0.05","0.928","0.0252100840336134","Knockoff",5000,1250,0.1,5,0,3,5
"0.06","0.928","0.0252100840336134","Knockoff",5000,1250,0.1,5,0,3,5
"0.07","0.944","0.0247933884297521","Knockoff",5000,1250,0.1,5,0,3,5
"0.08","0.952","0.0245901639344262","Knockoff",5000,1250,0.1,5,0,3,5
"0.09","0.96","0.024390243902439","Knockoff",5000,1250,0.1,5,0,3,5
"0.1","0.968","0.0396825396825397","Knockoff",5000,1250,0.1,5,0,3,5
"0.11","0.968","0.047244094488189","Knockoff",5000,1250,0.1,5,0,3,5
"0.12","0.968","0.0546875","Knockoff",5000,1250,0.1,5,0,3,5
"0.13","0.968","0.0546875","Knockoff",5000,1250,0.1,5,0,3,5
"0.14","0.968","0.0546875","Knockoff",5000,1250,0.1,5,0,3,5
"0.15","0.976","0.0687022900763359","Knockoff",5000,1250,0.1,5,0,3,5
"0.16","0.984","0.075187969924812","Knockoff",5000,1250,0.1,5,0,3,5
"0.17","0.992","0.0882352941176471","Knockoff",5000,1250,0.1,5,0,3,5
"0.18","0.992","0.0882352941176471","Knockoff",5000,1250,0.1,5,0,3,5
"0.19","0.992","0.0948905109489051","Knockoff",5000,1250,0.1,5,0,3,5
"0.2","0.992","0.101449275362319","Knockoff",5000,1250,0.1,5,0,3,5
"0.21","0.992","0.144827586206897","Knockoff",5000,1250,0.1,5,0,3,5
"0.22","0.992","0.162162162162162","Knockoff",5000,1250,0.1,5,0,3,5
"0.23","0.992","0.162162162162162","Knockoff",5000,1250,0.1,5,0,3,5
"0.24","0.992","0.225","Knockoff",5000,1250,0.1,5,0,3,5
"0.25","0.992","0.253012048192771","Knockoff",5000,1250,0.1,5,0,3,5
"0.26","0.992","0.253012048192771","Knockoff",5000,1250,0.1,5,0,3,5
"0.27","0.992","0.253012048192771","Knockoff",5000,1250,0.1,5,0,3,5
"0.28","0.992","0.283236994219653","Knockoff",5000,1250,0.1,5,0,3,5
"0.29","0.992","0.283236994219653","Knockoff",5000,1250,0.1,5,0,3,5
"0.3","0.992","0.295454545454545","Knockoff",5000,1250,0.1,5,0,3,5
"0.31","0.992","0.307262569832402","Knockoff",5000,1250,0.1,5,0,3,5
"0.32","0.992","0.307262569832402","Knockoff",5000,1250,0.1,5,0,3,5
"0.33","0.992","0.350785340314136","Knockoff",5000,1250,0.1,5,0,3,5
"0.34","0.992","0.350785340314136","Knockoff",5000,1250,0.1,5,0,3,5
"0.35","0.992","0.357512953367876","Knockoff",5000,1250,0.1,5,0,3,5
"0.36","0.992","0.36734693877551","Knockoff",5000,1250,0.1,5,0,3,5
"0.37","0.992","0.370558375634518","Knockoff",5000,1250,0.1,5,0,3,5
"0.38","0.992","0.370558375634518","Knockoff",5000,1250,0.1,5,0,3,5
"0.39","0.992","0.383084577114428","Knockoff",5000,1250,0.1,5,0,3,5
"0.4","0.992","0.403846153846154","Knockoff",5000,1250,0.1,5,0,3,5
"0.41","0.992","0.417840375586854","Knockoff",5000,1250,0.1,5,0,3,5
"0.42","0.992","0.417840375586854","Knockoff",5000,1250,0.1,5,0,3,5
"0.43","0.992","0.438914027149321","Knockoff",5000,1250,0.1,5,0,3,5
"0.44","0.992","0.438914027149321","Knockoff",5000,1250,0.1,5,0,3,5
"0.45","1","0.51171875","Knockoff",5000,1250,0.1,5,0,3,5
"0.46","1","0.528301886792453","Knockoff",5000,1250,0.1,5,0,3,5
"0.47","1","0.535315985130111","Knockoff",5000,1250,0.1,5,0,3,5
"0.48","1","0.543795620437956","Knockoff",5000,1250,0.1,5,0,3,5
"0.49","1","0.548736462093863","Knockoff",5000,1250,0.1,5,0,3,5
"0.5","1","0.555160142348754","Knockoff",5000,1250,0.1,5,0,3,5
"0.51","1","0.555160142348754","Knockoff",5000,1250,0.1,5,0,3,5
"0.52","1","0.556737588652482","Knockoff",5000,1250,0.1,5,0,3,5
"0.53","1","0.556737588652482","Knockoff",5000,1250,0.1,5,0,3,5
"0.54","1","0.556737588652482","Knockoff",5000,1250,0.1,5,0,3,5
"0.55","1","0.56140350877193","Knockoff",5000,1250,0.1,5,0,3,5
"0.56","1","0.579124579124579","Knockoff",5000,1250,0.1,5,0,3,5
"0.57","1","0.579124579124579","Knockoff",5000,1250,0.1,5,0,3,5
"0.58","1","0.579124579124579","Knockoff",5000,1250,0.1,5,0,3,5
"0.59","1","0.584717607973422","Knockoff",5000,1250,0.1,5,0,3,5
"0.6","1","0.584717607973422","Knockoff",5000,1250,0.1,5,0,3,5
"0.61","1","0.600638977635783","Knockoff",5000,1250,0.1,5,0,3,5
"0.62","1","0.613003095975232","Knockoff",5000,1250,0.1,5,0,3,5
"0.63","1","0.616564417177914","Knockoff",5000,1250,0.1,5,0,3,5
"0.64","1","0.629080118694362","Knockoff",5000,1250,0.1,5,0,3,5
"0.65","1","0.629080118694362","Knockoff",5000,1250,0.1,5,0,3,5
"0.66","1","0.635568513119534","Knockoff",5000,1250,0.1,5,0,3,5
"0.67","1","0.63768115942029","Knockoff",5000,1250,0.1,5,0,3,5
"0.68","1","0.650837988826816","Knockoff",5000,1250,0.1,5,0,3,5
"0.69","1","0.650837988826816","Knockoff",5000,1250,0.1,5,0,3,5
"0.7","1","0.65564738292011","Knockoff",5000,1250,0.1,5,0,3,5
"0.71","1","0.65564738292011","Knockoff",5000,1250,0.1,5,0,3,5
"0.72","1","0.663978494623656","Knockoff",5000,1250,0.1,5,0,3,5
"0.73","1","0.671052631578947","Knockoff",5000,1250,0.1,5,0,3,5
"0.74","1","0.675324675324675","Knockoff",5000,1250,0.1,5,0,3,5
"0.75","1","0.680306905370844","Knockoff",5000,1250,0.1,5,0,3,5
"0.76","1","0.690594059405941","Knockoff",5000,1250,0.1,5,0,3,5
"0.77","1","0.690594059405941","Knockoff",5000,1250,0.1,5,0,3,5
"0.78","1","0.760994263862333","Knockoff",5000,1250,0.1,5,0,3,5
"0.79","1","0.775583482944345","Knockoff",5000,1250,0.1,5,0,3,5
"0.8","1","0.779151943462898","Knockoff",5000,1250,0.1,5,0,3,5
"0.81","1","0.782986111111111","Knockoff",5000,1250,0.1,5,0,3,5
"0.82","1","0.785958904109589","Knockoff",5000,1250,0.1,5,0,3,5
"0.83","1","0.801587301587302","Knockoff",5000,1250,0.1,5,0,3,5
"0.84","1","0.803767660910518","Knockoff",5000,1250,0.1,5,0,3,5
"0.85","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.86","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.87","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.88","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.89","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.9","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.91","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.92","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.93","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.94","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.95","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.96","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.97","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.98","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.99","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"1","1","0.814540059347181","Knockoff",5000,1250,0.1,5,0,3,5
"0.001","0","0","Knockoff (alt 1)",5000,1250,0.1,5,0,3,5
"0.002","0","0","Knockoff (alt 1)",5000,1250,0.1,5,0,3,5
"0.003","0","0","Knockoff (alt 1)",5000,1250,0.1,5,0,3,5
"0.004","0","0","Knockoff (alt 1)",5000,1250,0.1,5,0,3,5
"0.005","0","0","Knockoff (alt 1)",5000,1250,0.1,5,0,3,5
"0.006","0","0","Knockoff (alt 1)",5000,1250,0.1,5,0,3,5
