"X1","X2","X3","X4","n","p","s","amplitude","rho","i","ntrials"
"0.001","0","0","Knockoff",5000,1250,0.5,5,0,1,5
"0.002","0","0","Knockoff",5000,1250,0.5,5,0,1,5
"0.003","0","0","Knockoff",5000,1250,0.5,5,0,1,5
"0.004","0","0","Knockoff",5000,1250,0.5,5,0,1,5
"0.005","0.328","0.00485436893203883","Knockoff",5000,1250,0.5,5,0,1,5
"0.006","0.328","0.00485436893203883","Knockoff",5000,1250,0.5,5,0,1,5
"0.007","0.4768","0.00666666666666667","Knockoff",5000,1250,0.5,5,0,1,5
"0.008","0.4768","0.00666666666666667","Knockoff",5000,1250,0.5,5,0,1,5
"0.009","0.5584","0.0113314447592068","Knockoff",5000,1250,0.5,5,0,1,5
"0.01","0.5584","0.0113314447592068","Knockoff",5000,1250,0.5,5,0,1,5
"0.02","0.7712","0.0223123732251521","Knockoff",5000,1250,0.5,5,0,1,5
"0.03","0.8736","0.0284697508896797","Knockoff",5000,1250,0.5,5,0,1,5
"0.04","0.9216","0.0431893687707641","Knockoff",5000,1250,0.5,5,0,1,5
"0.05","0.9392","0.0439739413680782","Knockoff",5000,1250,0.5,5,0,1,5
"0.06","0.9584","0.0537124802527646","Knockoff",5000,1250,0.5,5,0,1,5
"0.07","0.968","0.0605590062111801","Knockoff",5000,1250,0.5,5,0,1,5
"0.08","0.9728","0.0646153846153846","Knockoff",5000,1250,0.5,5,0,1,5
"0.09","0.976","0.0701219512195122","Knockoff",5000,1250,0.5,5,0,1,5
"0.1","0.9792","0.0796992481203008","Knockoff",5000,1250,0.5,5,0,1,5
"0.11","0.9808","0.0945347119645495","Knockoff",5000,1250,0.5,5,0,1,5
"0.12","0.9888","0.101744186046512","Knockoff",5000,1250,0.5,5,0,1,5
"0.13","0.9888","0.118402282453638","Knockoff",5000,1250,0.5,5,0,1,5
"0.14","0.9888","0.124645892351275","Knockoff",5000,1250,0.5,5,0,1,5
"0.15","0.9904","0.126939351198872","Knockoff",5000,1250,0.5,5,0,1,5
"0.16","0.9904","0.134265734265734","Knockoff",5000,1250,0.5,5,0,1,5
"0.17","0.9904","0.147382920110193","Knockoff",5000,1250,0.5,5,0,1,5
"0.18","0.9904","0.155525238744884","Knockoff",5000,1250,0.5,5,0,1,5
"0.19","0.9904","0.162381596752368","Knockoff",5000,1250,0.5,5,0,1,5
"0.2","0.9904","0.175765645805593","Knockoff",5000,1250,0.5,5,0,1,5
"0.21","0.9904","0.194010416666667","Knockoff",5000,1250,0.5,5,0,1,5
"0.22","0.9904","0.202319587628866","Knockoff",5000,1250,0.5,5,0,1,5
"0.23","0.9904","0.211464968152866","Knockoff",5000,1250,0.5,5,0,1,5
"0.24","0.9904","0.222361809045226","Knockoff",5000,1250,0.5,5,0,1,5
"0.25","0.9904","0.231055900621118","Knockoff",5000,1250,0.5,5,0,1,5
"0.26","0.9904","0.234857849196539","Knockoff",5000,1250,0.5,5,0,1,5
"0.27","0.9904","0.241421568627451","Knockoff",5000,1250,0.5,5,0,1,5
"0.28","0.9904","0.244200244200244","Knockoff",5000,1250,0.5,5,0,1,5
"0.29","0.9904","0.256009615384615","Knockoff",5000,1250,0.5,5,0,1,5
"0.3","0.9904","0.264845605700713","Knockoff",5000,1250,0.5,5,0,1,5
"0.31","0.9904","0.276023391812866","Knockoff",5000,1250,0.5,5,0,1,5
"0.32","0.9904","0.283564814814815","Knockoff",5000,1250,0.5,5,0,1,5
"0.33","0.9904","0.290137614678899","Knockoff",5000,1250,0.5,5,0,1,5
"0.34","0.9904","0.29337899543379","Knockoff",5000,1250,0.5,5,0,1,5
"0.35","0.9904","0.306830907054871","Knockoff",5000,1250,0.5,5,0,1,5
"0.36","0.9904","0.312985571587125","Knockoff",5000,1250,0.5,5,0,1,5
"0.37","0.9904","0.319031903190319","Knockoff",5000,1250,0.5,5,0,1,5
"0.38","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.39","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.4","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.41","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.42","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.43","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.44","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.45","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.46","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.47","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.48","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.49","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.5","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.51","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.52","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.53","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.54","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.55","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.56","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.57","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.58","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.59","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.6","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.61","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.62","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.63","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.64","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.65","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.66","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.67","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.68","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.69","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.7","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.71","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.72","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.73","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.74","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.75","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.76","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.77","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.78","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.79","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.8","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.81","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.82","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.83","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.84","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.85","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.86","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.87","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.88","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.89","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.9","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.91","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.92","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.93","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.94","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.95","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.96","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.97","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.98","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.99","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"1","0.9904","0.31978021978022","Knockoff",5000,1250,0.5,5,0,1,5
"0.001","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.002","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.003","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.004","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.005","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.006","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.007","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.008","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.009","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.01","0","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.02","0.0848","0","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.03","0.5632","0.00564971751412429","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.04","0.672","0.0140845070422535","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.05","0.7264","0.021551724137931","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.06","0.7568","0.0287474332648871","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.07","0.7744","0.0377733598409543","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.08","0.816","0.0676416819012797","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.09","0.8288","0.0716845878136201","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.1","0.8368","0.0776014109347443","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.11","0.856","0.0823327615780446","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.12","0.872","0.0916666666666667","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.13","0.896","0.101123595505618","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.14","0.9024","0.104761904761905","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.15","0.912","0.119010819165379","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.16","0.92","0.139221556886228","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.17","0.9248","0.146233382570162","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.18","0.9264","0.148529411764706","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.19","0.9296","0.17","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.2","0.9296","0.177053824362606","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.21","0.9296","0.187412587412587","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.22","0.9344","0.195592286501377","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.23","0.9376","0.214477211796247","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.24","0.9392","0.223544973544974","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.25","0.9472","0.229166666666667","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.26","0.952","0.245880861850444","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.27","0.9536","0.249370277078086","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.28","0.9536","0.257783312577833","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.29","0.9552","0.261138613861386","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.3","0.9568","0.264452644526445","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.31","0.9568","0.272506082725061","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.32","0.96","0.289940828402367","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.33","0.96","0.298245614035088","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.34","0.96","0.303135888501742","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.35","0.96","0.304750869061414","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.36","0.9616","0.309195402298851","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.37","0.9664","0.325139664804469","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.38","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.39","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.4","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.41","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.42","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.43","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.44","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.45","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.46","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.47","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.48","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.49","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.5","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.51","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.52","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.53","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.54","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.55","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.56","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.57","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.58","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.59","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.6","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.61","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.62","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.63","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.64","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.65","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.66","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.67","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.68","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.69","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.7","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.71","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.72","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.73","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.74","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.75","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.76","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.77","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.78","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.79","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.8","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.81","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.82","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.83","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.84","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.85","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.86","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.87","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.88","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.89","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.9","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.91","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.92","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.93","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.94","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.95","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.96","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.97","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.98","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.99","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"1","0.968","0.334433443344334","Knockoff (alt 1)",5000,1250,0.5,5,0,1,5
"0.001","0","0","AdaPT",5000,1250,0.5,5,0,1,5
"0.002","0.8976","0","AdaPT",5000,1250,0.5,5,0,1,5
"0.003","0.8976","0","AdaPT",5000,1250,0.5,5,0,1,5
"0.004","0.928","0","AdaPT",5000,1250,0.5,5,0,1,5
"0.005","0.928","0","AdaPT",5000,1250,0.5,5,0,1,5
"0.006","0.9376","0.00170357751277683","AdaPT",5000,1250,0.5,5,0,1,5
"0.007","0.944","0.00169204737732657","AdaPT",5000,1250,0.5,5,0,1,5
"0.008","0.944","0.00169204737732657","AdaPT",5000,1250,0.5,5,0,1,5
"0.009","0.9456","0.00168918918918919","AdaPT",5000,1250,0.5,5,0,1,5
"0.01","0.9456","0.00168918918918919","AdaPT",5000,1250,0.5,5,0,1,5
"0.02","0.9728","0.0065359477124183","AdaPT",5000,1250,0.5,5,0,1,5
"0.03","0.9776","0.012924071082391","AdaPT",5000,1250,0.5,5,0,1,5
"0.04","0.984","0.0253565768621236","AdaPT",5000,1250,0.5,5,0,1,5
"0.05","0.9888","0.0313479623824451","AdaPT",5000,1250,0.5,5,0,1,5
"0.06","0.9904","0.0358255451713396","AdaPT",5000,1250,0.5,5,0,1,5
"0.07","0.9936","0.0416666666666667","AdaPT",5000,1250,0.5,5,0,1,5
"0.08","0.9936","0.0504587155963303","AdaPT",5000,1250,0.5,5,0,1,5
"0.09","0.9936","0.0619335347432024","AdaPT",5000,1250,0.5,5,0,1,5
"0.1","0.9936","0.0647590361445783","AdaPT",5000,1250,0.5,5,0,1,5
"0.11","0.9952","0.0688622754491018","AdaPT",5000,1250,0.5,5,0,1,5
"0.12","0.9952","0.0879765395894428","AdaPT",5000,1250,0.5,5,0,1,5
"0.13","0.9968","0.101010101010101","AdaPT",5000,1250,0.5,5,0,1,5
"0.14","0.9968","0.113798008534851","AdaPT",5000,1250,0.5,5,0,1,5
"0.15","0.9984","0.12112676056338","AdaPT",5000,1250,0.5,5,0,1,5
"0.16","0.9984","0.127272727272727","AdaPT",5000,1250,0.5,5,0,1,5
"0.17","1","0.131944444444444","AdaPT",5000,1250,0.5,5,0,1,5
"0.18","1","0.14500683994528","AdaPT",5000,1250,0.5,5,0,1,5
"0.19","1","0.15426251691475","AdaPT",5000,1250,0.5,5,0,1,5
"0.2","1","0.162198391420912","AdaPT",5000,1250,0.5,5,0,1,5
"0.21","1","0.186197916666667","AdaPT",5000,1250,0.5,5,0,1,5
"0.22","1","0.193548387096774","AdaPT",5000,1250,0.5,5,0,1,5
"0.23","1","0.203821656050955","AdaPT",5000,1250,0.5,5,0,1,5
"0.24","1","0.215809284818068","AdaPT",5000,1250,0.5,5,0,1,5
"0.25","1","0.228395061728395","AdaPT",5000,1250,0.5,5,0,1,5
"0.26","1","0.23406862745098","AdaPT",5000,1250,0.5,5,0,1,5
"0.27","1","0.239659367396594","AdaPT",5000,1250,0.5,5,0,1,5
"0.28","1","0.245169082125604","AdaPT",5000,1250,0.5,5,0,1,5
"0.29","1","0.256837098692033","AdaPT",5000,1250,0.5,5,0,1,5
"0.3","1","0.262101534828808","AdaPT",5000,1250,0.5,5,0,1,5
"0.31","1","0.267291910902696","AdaPT",5000,1250,0.5,5,0,1,5
"0.32","1","0.269859813084112","AdaPT",5000,1250,0.5,5,0,1,5
"0.33","1","0.28078250863061","AdaPT",5000,1250,0.5,5,0,1,5
"0.34","1","0.287343215507412","AdaPT",5000,1250,0.5,5,0,1,5
"0.35","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.36","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.37","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.38","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.39","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.4","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.41","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.42","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.43","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.44","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.45","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.46","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.47","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.48","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.49","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.5","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.51","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.52","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.53","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.54","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.55","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.56","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.57","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.58","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.59","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.6","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.61","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.62","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.63","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.64","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.65","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.66","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.67","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.68","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.69","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.7","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.71","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.72","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.73","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.74","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.75","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.76","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.77","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.78","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.79","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.8","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.81","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.82","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.83","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.84","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.85","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.86","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.87","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.88","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.89","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.9","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.91","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.92","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.93","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.94","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.95","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.96","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.97","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.98","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.99","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"1","1","0.292986425339367","AdaPT",5000,1250,0.5,5,0,1,5
"0.001","0","0","AdaPT (alt 1)",5000,1250,0.5,5,0,1,5
